hid,pid,person_number,age,sex
63019,147296,5,17,1
63019,147297,6,11,2
63019,147298,7,17,2
63019,147299,8,14,1
63020,147300,1,53,1
63020,147301,2,47,2
63020,147302,3,22,1
63021,147303,1,67,2
63021,147304,2,54,2
63022,147305,1,88,2
63022,147306,2,61,1
63023,147307,1,37,2
63023,147308,2,29,1
63023,147309,3,13,1
63023,147310,4,10,2
63023,147311,5,9,1
63024,147312,1,63,1
63024,147313,2,62,2
63024,147314,3,66,2
63025,147315,1,42,1
63025,147316,2,40,2
63025,147317,3,8,1
63025,147318,4,7,1
63025,147319,5,5,2
63026,147320,1,84,2
63026,147321,2,94,2
63027,147322,1,39,2
63027,147323,2,15,2
63027,147324,3,13,1
63027,147325,4,9,2
63027,147326,5,2,1
63028,147327,1,60,1
63028,147328,2,55,2
63028,147329,3,26,1
63029,147330,1,65,2
63029,147331,2,66,1
63030,147332,1,69,2
63030,147333,2,55,1
63030,147334,3,46,2
63030,147335,4,16,2
63031,147336,1,37,1
63031,147337,2,38,2
63031,147338,3,17,1
63031,147339,4,15,1
63031,147340,5,11,1
63031,147341,6,10,2
63031,147342,7,7,2
63031,147343,8,5,2
63032,147344,1,66,2
63032,147345,2,68,1
63033,147346,1,25,1
63033,147347,2,0,1
63033,147348,3,22,2
63034,147349,1,56,1
63034,147350,2,63,2
63035,147351,1,75,1
63035,147352,2,70,2
63036,147353,1,40,2
63036,147354,2,36,1
63036,147355,3,17,1
63036,147356,4,11,2
63036,147357,5,7,2
63037,147358,1,77,1
63037,147359,2,77,2
63038,147360,1,70,2
63038,147361,2,71,1
63038,147362,3,45,1
63038,147363,4,19,2
63038,147364,5,17,2
63039,147365,1,46,1
63039,147366,2,44,2
63039,147367,3,16,2
63040,147368,1,63,1
63040,147369,2,59,2
63041,147370,1,94,2
63042,147371,1,48,1
63042,147372,2,45,2
63042,147373,3,20,1
63043,147374,1,23,1
63043,147375,2,4,2
63043,147376,3,2,2
63043,147377,4,0,2
63044,147378,1,41,2
63044,147379,2,16,1
63044,147380,3,9,2
63044,147381,4,41,1
63045,147382,1,60,2
63045,147383,2,65,1
63046,147384,1,69,1
63047,147385,1,35,1
63047,147386,2,6,1
63047,147387,3,35,2
63048,147388,1,30,2
63048,147389,2,35,1
63048,147390,3,5,1
63048,147391,4,11,1
63048,147392,5,10,1
63049,147393,1,64,1
63049,147394,2,66,2
63050,147395,1,34,1
63050,147396,2,37,2
63050,147397,3,13,1
63050,147398,4,8,1
63050,147399,5,5,1
63051,147400,1,44,1
63051,147401,2,45,2
63051,147402,3,17,2
63051,147403,4,15,2
63052,147404,1,68,1
63052,147405,2,56,2
63053,147406,1,63,2
63054,147407,1,46,2
63054,147408,2,50,1
63054,147409,3,14,1
63054,147410,4,12,1
63055,147411,1,35,1
63055,147412,2,26,2
63056,147413,1,60,1
63057,147414,1,69,2
63057,147415,2,64,1
63058,147416,1,23,2
63058,147417,2,5,1
63058,147418,3,4,2
63058,147419,4,0,2
63058,147420,5,28,1
63059,147421,1,41,1
63059,147422,2,38,2
63059,147423,3,14,2
63059,147424,4,9,2
63059,147425,5,18,2
63060,147426,1,32,1
63060,147427,2,25,2
63060,147428,3,23,2
63060,147429,4,20,1
63061,147430,1,81,1
63061,147431,2,81,2
63061,147432,3,56,2
63062,147433,1,55,1
63062,147434,2,56,2
63063,147435,1,46,2
63063,147436,2,50,1
63063,147437,3,17,1
63063,147438,4,14,2
63064,147439,1,83,1
63064,147440,2,72,2
63065,147441,1,48,1
63065,147442,2,47,2
63065,147443,3,21,2
63065,147444,4,18,2
63066,147445,1,63,1
63066,147446,2,56,2
63067,147447,1,67,2
63067,147448,2,43,2
63068,147449,1,39,2
63068,147450,2,18,1
63068,147451,3,12,2
63068,147452,4,10,1
63069,147453,1,57,2
63069,147454,2,58,1
63069,147455,3,27,1
63069,147456,4,25,1
63069,147457,5,19,1
63070,147458,1,23,1
63070,147459,2,23,2
63071,147460,1,19,2
63071,147461,2,19,1
63071,147462,3,55,2
63072,147463,1,49,1
63072,147464,2,48,2
63072,147465,3,21,1
63072,147466,4,18,2
63073,147467,1,26,2
63073,147468,2,0,1
63073,147469,3,23,1
63074,147470,1,63,2
63074,147471,2,35,1
63075,147472,1,57,2
63075,147473,2,63,1
63076,147474,1,40,2
63076,147475,2,41,1
63076,147476,3,13,2
63076,147477,4,11,2
63077,147478,1,58,2
63077,147479,2,65,1
63077,147480,3,25,2
63078,147481,1,32,1
63078,147482,2,25,2
63078,147483,3,23,2
63078,147484,4,20,1
63079,147485,1,68,1
63079,147486,2,67,2
63080,147487,1,59,2
63080,147488,2,58,1
63081,147489,1,58,1
63081,147490,2,58,2
63082,147491,1,37,1
63082,147492,2,38,2
63082,147493,3,17,1
63082,147494,4,15,1
63082,147495,5,11,1
63082,147496,6,10,2
63082,147497,7,7,2
63082,147498,8,5,2
63083,147499,1,53,1
63083,147500,2,28,2
63084,147501,1,66,2
63085,147502,1,72,1
63085,147503,2,66,2
63086,147504,1,51,1
63086,147505,2,52,2
63086,147506,3,24,2
63087,147507,1,31,1
63087,147508,2,31,2
63087,147509,3,7,1
63087,147510,4,4,2
63088,147511,1,19,1
63088,147512,2,17,1
63088,147513,3,13,1
63088,147514,4,17,2
63089,147515,1,52,2
63089,147516,2,46,1
63090,147517,1,24,2
63090,147518,2,25,1
63090,147519,3,5,1
63090,147520,4,2,1
63091,147521,1,81,2
63092,147522,1,33,1
63092,147523,2,33,2
63092,147524,3,10,1
63092,147525,4,8,2
63093,147526,1,61,2
63093,147527,2,62,1
63094,147528,1,59,1
63094,147529,2,60,2
63095,147530,1,22,1
63095,147531,2,18,2
63096,147532,1,59,1
63096,147533,2,46,2
63096,147534,3,17,2
63096,147535,4,15,1
63096,147536,5,6,1
63097,147537,1,86,1
63097,147538,2,85,2
63098,147539,1,31,1
63098,147540,2,31,2
63098,147541,3,7,1
63098,147542,4,4,2
63099,147543,1,29,1
63099,147544,2,28,2
63099,147545,3,0,1
63100,147546,1,66,1
63100,147547,2,63,2
63101,147548,1,59,2
63102,147549,1,63,2
63102,147550,2,54,1
63103,147551,1,74,2
63103,147552,2,60,1
63104,147553,1,76,1
63104,147554,2,70,2
63104,147555,3,30,1
63105,147556,1,51,1
63105,147557,2,50,2
63106,147558,1,30,1
63106,147559,2,25,2
63106,147560,3,1,2
63107,147561,1,52,1
63107,147562,2,44,2
63107,147563,3,20,1
63107,147564,4,18,2
63107,147565,5,17,1
63107,147566,6,11,2
63107,147567,7,17,2
63107,147568,8,14,1
63108,147569,1,24,2
63108,147570,2,25,1
63108,147571,3,5,1
63108,147572,4,2,1
63109,147573,1,75,2
63109,147574,2,26,2
63110,147575,1,51,1
63110,147576,2,53,2
63111,147577,1,50,2
63111,147578,2,5,2
63111,147579,3,2,2
63112,147580,1,81,2
63112,147581,2,77,1
63113,147582,1,35,2
63113,147583,2,9,1
63113,147584,3,9,2
63114,147585,1,26,1
63114,147586,2,24,2
63115,147587,1,72,1
63115,147588,2,71,2
63116,147589,1,39,2
63116,147590,2,41,1
63116,147591,3,10,2
63116,147592,4,5,1
63117,147593,1,40,1
63117,147594,2,41,2
63117,147595,3,11,1
63117,147596,4,11,1
63118,147597,1,45,2
63118,147598,2,47,1
63118,147599,3,23,2
63118,147600,4,3,2
63118,147601,5,64,1
63119,147602,1,80,2
63120,147603,1,39,2
63120,147604,2,37,1
63121,147605,1,41,1
63121,147606,2,43,2
63121,147607,3,16,1
63121,147608,4,11,2
63121,147609,5,21,1
63122,147610,1,66,2
63122,147611,2,66,1
63123,147612,1,32,2
63123,147613,2,35,2
63123,147614,3,8,1
63123,147615,4,2,2
63124,147616,1,49,2
63124,147617,2,24,2
63124,147618,3,21,1
63124,147619,4,19,2
63125,147620,1,70,2
63126,147621,1,72,1
63126,147622,2,66,2
63127,147623,1,45,1
63127,147624,2,45,2
63127,147625,3,14,2
63127,147626,4,11,1
63128,147627,1,29,2
63128,147628,2,69,2
63129,147629,1,71,2
63130,147630,1,39,2
63130,147631,2,34,1
63130,147632,3,18,2
63130,147633,4,10,1
63130,147634,5,4,1
63131,147635,1,40,1
63131,147636,2,30,2
63131,147637,3,6,2
63131,147638,4,4,1
63131,147639,5,4,1
63132,147640,1,40,1
63132,147641,2,34,2
63132,147642,3,10,2
63132,147643,4,3,1
63133,147644,1,64,1
63133,147645,2,65,2
63134,147646,1,39,2
63134,147647,2,15,2
63134,147648,3,13,1
63134,147649,4,9,2
63134,147650,5,2,1
63135,147651,1,70,1
63135,147652,2,69,2
63136,147653,1,58,2
63136,147654,2,65,1
63137,147655,1,34,1
63137,147656,2,7,2
63137,147657,3,12,2
63137,147658,4,33,2
63138,147659,1,51,2
63138,147660,2,54,1
63138,147661,3,20,2
63139,147662,1,40,2
63139,147663,2,21,1
63139,147664,3,20,1
63139,147665,4,14,1
63139,147666,5,57,1
63140,147667,1,46,2
63140,147668,2,50,1
63140,147669,3,17,1
63140,147670,4,14,2
63141,147671,1,73,1
63141,147672,2,58,2
63142,147673,1,22,1
63142,147674,2,18,2
63143,147675,1,43,1
63143,147676,2,41,2
63143,147677,3,15,1
63144,147678,1,71,1
63144,147679,2,71,1
63144,147680,3,52,2
63144,147681,4,28,1
63144,147682,5,22,1
63145,147683,1,84,2
63145,147684,2,23,2
63146,147685,1,27,2
63147,147686,1,58,2
63147,147687,2,65,1
63147,147688,3,25,2
63148,147689,1,81,1
63148,147690,2,78,2
63149,147691,1,68,1
63149,147692,2,67,2
63150,147693,1,66,1
63150,147694,2,61,2
63151,147695,1,65,2
63152,147696,1,23,2
63152,147697,2,30,1
63152,147698,3,2,2
63152,147699,4,0,1
63152,147700,5,16,1
63153,147701,1,59,1
63153,147702,2,46,2
63153,147703,3,17,2
63153,147704,4,15,1
63153,147705,5,6,1
63154,147706,1,78,1
63155,147707,1,57,1
63155,147708,2,52,2
63156,147709,1,43,1
63156,147710,2,44,2
63156,147711,3,10,2
63156,147712,4,18,1
63157,147713,1,24,2
63157,147714,2,4,1
63157,147715,3,1,1
63158,147716,1,74,1
63159,147717,1,39,1
63159,147718,2,38,2
63159,147719,3,0,2
63160,147720,1,67,1
63160,147721,2,65,2
63161,147722,1,87,2
63162,147723,1,71,1
63162,147724,2,63,2
63162,147725,3,68,1
63162,147726,4,63,2
63162,147727,5,71,2
63163,147728,1,59,1
63163,147729,2,63,2
63163,147730,3,86,2
63164,147731,1,32,2
63164,147732,2,12,2
63164,147733,3,4,1
63165,147734,1,37,2
63165,147735,2,12,1
63165,147736,3,8,2
63165,147737,4,38,1
63166,147738,1,50,1
63166,147739,2,48,2
63166,147740,3,18,2
63166,147741,4,28,2
63166,147742,5,34,1
63167,147743,1,67,2
63167,147744,2,69,1
63168,147745,1,43,2
63168,147746,2,43,1
63168,147747,3,11,2
63169,147748,1,55,1
63169,147749,2,53,2
63169,147750,3,31,2
63170,147751,1,66,2
63171,147752,1,71,1
63171,147753,2,76,2
63171,147754,3,48,1
63172,147755,1,69,1
63172,147756,2,55,2
63173,147757,1,53,2
63173,147758,2,53,1
63174,147759,1,30,2
63174,147760,2,35,1
63174,147761,3,5,1
63174,147762,4,11,1
63174,147763,5,10,1
63175,147764,1,72,2
63175,147765,2,75,1
63176,147766,1,48,2
63176,147767,2,21,2
63176,147768,3,14,2
63177,147769,1,49,1
63177,147770,2,48,2
63177,147771,3,15,1
63178,147772,1,48,1
63178,147773,2,49,2
63178,147774,3,16,2
63179,147775,1,42,1
63179,147776,2,41,2
63179,147777,3,17,1
63179,147778,4,13,1
63180,147779,1,53,2
63180,147780,2,53,1
63180,147781,3,18,1
63180,147782,4,15,1
63181,147783,1,25,1
63181,147784,2,10,1
63182,147785,1,70,1
63182,147786,2,66,2
63183,147787,1,78,2
63183,147788,2,49,2
63183,147789,3,50,1
63184,147790,1,22,1
63184,147791,2,18,2
63185,147792,1,49,2
63185,147793,2,52,1
63185,147794,3,7,2
63186,147795,1,22,2
63186,147796,2,22,1
63187,147797,1,45,2
63187,147798,2,47,1
63187,147799,3,23,2
63187,147800,4,3,2
63187,147801,5,64,1
63188,147802,1,22,1
63188,147803,2,18,2
63189,147804,1,22,1
63189,147805,2,19,1
63189,147806,3,24,1
63189,147807,4,22,1
63189,147808,5,20,2
63190,147809,1,56,1
63190,147810,2,53,2
63191,147811,1,66,1
63191,147812,2,58,2
63191,147813,3,48,1
63192,147814,1,54,1
63192,147815,2,54,2
63193,147816,1,54,1
63194,147817,1,52,1
63194,147818,2,44,2
63194,147819,3,20,1
63194,147820,4,18,2
63194,147821,5,17,1
63194,147822,6,11,2
63194,147823,7,17,2
63194,147824,8,14,1
63195,147825,1,29,2
63195,147826,2,9,1
63195,147827,3,4,2
63195,147828,4,0,2
63195,147829,5,31,1
63196,147830,1,36,2
63196,147831,2,43,1
63196,147832,3,6,1
63196,147833,4,0,2
63197,147834,1,20,1
63197,147835,2,22,1
63197,147836,3,21,1
63197,147837,4,19,1
63198,147838,1,54,2
63198,147839,2,54,1
63199,147840,1,63,1
63199,147841,2,63,2
63200,147842,1,32,2
63200,147843,2,13,2
63200,147844,3,9,1
63200,147845,4,6,2
63200,147846,5,32,1
63201,147847,1,58,2
63201,147848,2,59,1
63201,147849,3,32,1
63201,147850,4,20,1
63201,147851,5,51,2
63202,147852,1,89,1
63202,147853,2,86,2
63203,147854,1,51,2
63203,147855,2,51,1
63203,147856,3,24,2
63203,147857,4,1,1
63203,147858,5,23,1
63204,147859,1,49,2
63204,147860,2,24,2
63204,147861,3,21,1
63204,147862,4,19,2
63205,147863,1,41,1
63205,147864,2,43,2
63205,147865,3,16,1
63205,147866,4,11,2
63205,147867,5,21,1
63206,147868,1,52,2
63206,147869,2,23,2
63206,147870,3,18,2
63207,147871,1,21,2
63207,147872,2,23,1
63207,147873,3,22,2
63208,147874,1,22,2
63208,147875,2,22,2
63208,147876,3,21,2
63208,147877,4,21,2
63209,147878,1,70,1
63209,147879,2,69,2
63210,147880,1,56,1
63211,147881,1,77,1
63211,147882,2,65,2
63212,147883,1,54,2
63212,147884,2,48,1
63212,147885,3,22,1
63212,147886,4,20,1
63213,147887,1,40,2
63213,147888,2,41,1
63213,147889,3,13,2
63213,147890,4,11,2
63214,147891,1,77,2
63214,147892,2,52,1
63214,147893,3,24,2
63215,147894,1,70,2
63215,147895,2,70,1
63216,147896,1,93,2
63217,147897,1,60,1
63217,147898,2,51,2
63218,147899,1,60,1
63219,147900,1,51,2
63219,147901,2,49,1
63220,147902,1,24,2
63220,147903,2,25,1
63220,147904,3,5,1
63220,147905,4,2,1
63221,147906,1,53,1
63221,147907,2,52,2
63221,147908,3,24,2
63222,147909,1,39,2
63222,147910,2,42,1
63222,147911,3,18,2
63222,147912,4,14,1
63223,147913,1,42,2
63223,147914,2,23,2
63223,147915,3,16,2
63223,147916,4,9,2
63223,147917,5,1,2
63224,147918,1,38,2
63224,147919,2,37,1
63224,147920,3,11,2
63225,147921,1,84,2
63226,147922,1,32,2
63226,147923,2,39,1
63226,147924,3,9,1
63226,147925,4,4,2
63227,147926,1,70,2
63227,147927,2,70,1
63228,147928,1,94,1
63228,147929,2,94,2
63228,147930,3,67,1
63229,147931,1,82,1
63229,147932,2,72,2
63230,147933,1,40,1
63230,147934,2,33,2
63230,147935,3,12,2
63230,147936,4,11,2
63230,147937,5,7,1
63231,147938,1,59,2
63231,147939,2,60,1
63231,147940,3,32,1
63231,147941,4,23,2
63232,147942,1,28,1
63232,147943,2,38,2
63232,147944,3,17,2
63232,147945,4,8,1
63233,147946,1,66,1
63233,147947,2,60,2
63234,147948,1,23,2
63234,147949,2,30,1
63234,147950,3,2,2
63234,147951,4,0,1
63234,147952,5,16,1
63235,147953,1,25,2
63235,147954,2,26,1
63236,147955,1,81,1
63236,147956,2,71,2
63237,147957,1,60,2
63237,147958,2,61,1
63238,147959,1,68,2
63238,147960,2,63,1
63239,147961,1,40,2
63239,147962,2,41,1
63239,147963,3,13,2
63239,147964,4,11,2
63240,147965,1,23,2
63240,147966,2,30,1
63240,147967,3,2,2
63240,147968,4,0,1
63240,147969,5,16,1
63241,147970,1,62,1
63241,147971,2,60,2
63242,147972,1,86,1
63242,147973,2,87,2
63242,147974,3,17,1
63243,147975,1,42,1
63243,147976,2,45,2
63244,147977,1,72,1
63244,147978,2,68,2
63245,147979,1,23,2
63245,147980,2,5,1
63245,147981,3,4,2
63245,147982,4,0,2
63245,147983,5,28,1
63246,147984,1,24,2
63246,147985,2,26,1
63247,147986,1,59,1
63247,147987,2,52,2
63247,147988,3,27,2
63247,147989,4,5,2
63248,147990,1,57,2
63248,147991,2,58,1
63248,147992,3,27,1
63248,147993,4,25,1
63248,147994,5,19,1
63249,147995,1,33,1
63249,147996,2,32,2
63249,147997,3,8,2
63249,147998,4,5,1
63250,147999,1,47,2
63250,148000,2,53,1
63250,148001,3,19,1
63251,148002,1,47,2
63251,148003,2,46,1
63251,148004,3,13,1
63252,148005,1,81,2
63252,148006,2,64,1
63252,148007,3,60,2
63252,148008,4,39,2
63253,148009,1,69,2
63253,148010,2,37,1
63254,148011,1,44,1
63254,148012,2,43,2
63254,148013,3,17,2
63254,148014,4,15,1
63254,148015,5,14,2
63254,148016,6,11,2
63254,148017,7,10,1
63254,148018,8,7,1
63255,148019,1,20,2
63256,148020,1,70,2
63256,148021,2,63,1
63257,148022,1,54,2
63257,148023,2,58,1
63257,148024,3,31,2
63257,148025,4,9,1
63258,148026,1,67,2
63258,148027,2,44,1
63259,148028,1,53,2
63259,148029,2,64,1
63260,148030,1,37,2
63260,148031,2,42,1
63260,148032,3,15,2
63260,148033,4,13,1
63261,148034,1,43,1
63261,148035,2,40,2
63261,148036,3,11,1
63261,148037,4,10,1
63261,148038,5,9,1
63262,148039,1,68,2
63262,148040,2,63,1
63262,148041,3,29,1
63262,148042,4,11,1
63262,148043,5,9,1
63263,148044,1,66,1
63263,148045,2,67,2
63264,148046,1,42,1
63264,148047,2,40,2
63264,148048,3,8,1
63264,148049,4,7,1
63264,148050,5,5,2
63265,148051,1,55,2
63265,148052,2,53,1
63265,148053,3,34,1
63265,148054,4,22,2
63265,148055,5,22,1
63266,148056,1,93,1
63267,148057,1,65,1
63267,148058,2,65,2
63268,148059,1,44,2
63268,148060,2,45,1
63269,148061,1,22,2
63269,148062,2,22,2
63269,148063,3,21,2
63270,148064,1,70,2
63270,148065,2,71,1
63270,148066,3,45,1
63270,148067,4,19,2
63270,148068,5,17,2
63271,148069,1,32,2
63271,148070,2,33,1
63271,148071,3,7,1
63271,148072,4,2,2
63272,148073,1,51,1
63272,148074,2,21,1
63273,148075,1,55,2
63273,148076,2,44,1
63273,148077,3,32,2
63273,148078,4,60,1
63274,148079,1,33,1
63274,148080,2,32,2
63275,148081,1,60,2
63275,148082,2,60,1
63276,148083,1,35,1
63276,148084,2,35,2
63276,148085,3,8,1
63276,148086,4,6,1
63276,148087,5,3,2
63277,148088,1,22,2
63277,148089,2,22,2
63277,148090,3,21,2
63277,148091,4,21,2
63278,148092,1,41,2
63278,148093,2,19,2
63278,148094,3,16,1
63278,148095,4,14,2
63279,148096,1,51,1
63279,148097,2,51,2
63280,148098,1,45,2
63280,148099,2,46,1
63281,148100,1,24,1
63281,148101,2,23,2
63282,148102,1,69,2
63282,148103,2,64,1
63283,148104,1,74,2
63284,148105,1,55,1
63284,148106,2,56,2
63285,148107,1,77,2
63285,148108,2,52,1
63285,148109,3,24,2
63286,148110,1,53,2
63286,148111,2,53,1
63286,148112,3,15,2
63287,148113,1,58,2
63287,148114,2,68,1
63288,148115,1,46,2
63288,148116,2,48,1
63288,148117,3,18,1
63289,148118,1,84,1
63289,148119,2,79,2
63290,148120,1,30,1
63290,148121,2,29,2
63290,148122,3,3,1
63291,148123,1,37,1
63291,148124,2,40,2
63291,148125,3,3,1
63291,148126,4,1,1
63292,148127,1,54,2
63292,148128,2,60,1
63293,148129,1,37,1
63293,148130,2,30,2
63294,148131,1,52,2
63294,148132,2,54,1
63294,148133,3,19,1
63295,148134,1,58,2
63296,148135,1,85,2
63297,148136,1,61,1
63297,148137,2,54,2
63297,148138,3,30,2
63298,148139,1,59,1
63298,148140,2,57,2
63298,148141,3,28,1
63299,148142,1,41,2
63299,148143,2,19,2
63299,148144,3,61,2
63300,148145,1,52,2
63300,148146,2,16,2
63300,148147,3,11,2
63301,148148,1,62,1
63301,148149,2,61,2
63302,148150,1,80,1
63302,148151,2,79,2
63303,148152,1,64,1
63303,148153,2,63,2
63304,148154,1,29,1
63304,148155,2,26,2
63305,148156,1,61,2
63306,148157,1,61,2
63306,148158,2,61,2
63307,148159,1,49,2
63307,148160,2,58,1
63308,148161,1,94,2
63309,148162,1,38,1
63309,148163,2,34,2
63309,148164,3,6,1
63309,148165,4,3,1
63310,148166,1,50,1
63310,148167,2,51,2
63311,148168,1,67,1
63312,148169,1,30,1
63312,148170,2,31,2
63312,148171,3,2,1
63313,148172,1,43,2
63313,148173,2,42,1
63313,148174,3,30,1
63314,148175,1,81,1
63314,148176,2,53,1
63315,148177,1,73,2
63315,148178,2,82,1
63316,148179,1,35,1
63317,148180,1,58,2
63318,148181,1,69,2
63319,148182,1,50,2
63319,148183,2,61,1
63319,148184,3,23,1
63320,148185,1,59,1
63321,148186,1,63,1
63322,148187,1,80,1
63322,148188,2,79,2
63323,148189,1,43,2
63324,148190,1,82,1
63324,148191,2,79,2
63325,148192,1,42,2
63325,148193,2,16,1
63326,148194,1,63,2
63327,148195,1,52,2
63327,148196,2,60,1
63328,148197,1,52,2
63329,148198,1,73,2
63329,148199,2,72,1
63330,148200,1,28,2
63330,148201,2,7,2
63330,148202,3,1,1
63331,148203,1,58,1
63332,148204,1,43,2
63332,148205,2,15,1
63332,148206,3,12,2
63333,148207,1,70,1
63333,148208,2,65,2
63334,148209,1,37,1
63335,148210,1,51,2
63336,148211,1,64,2
63337,148212,1,61,2
63337,148213,2,63,1
63338,148214,1,51,2
63338,148215,2,54,1
63338,148216,3,25,1
63339,148217,1,59,1
63340,148218,1,62,2
63340,148219,2,28,1
63341,148220,1,60,1
63341,148221,2,62,1
63341,148222,3,87,2
63342,148223,1,61,2
63343,148224,1,32,2
63344,148225,1,38,1
63344,148226,2,35,2
63344,148227,3,7,2
63345,148228,1,88,2
63345,148229,2,56,1
63345,148230,3,53,1
63346,148231,1,52,1
63346,148232,2,51,2
63347,148233,1,54,2
63347,148234,2,56,1
63348,148235,1,59,2
63348,148236,2,63,1
63349,148237,1,27,1
63350,148238,1,63,1
63351,148239,1,33,2
63352,148240,1,78,1
63352,148241,2,30,1
63353,148242,1,62,1
63354,148243,1,77,2
63355,148244,1,41,2
63355,148245,2,15,2
63355,148246,3,50,1
63356,148247,1,54,2
63356,148248,2,56,1
63357,148249,1,44,2
63357,148250,2,21,2
63357,148251,3,18,1
63358,148252,1,52,2
63358,148253,2,16,2
63359,148254,1,46,1
63359,148255,2,44,2
63359,148256,3,16,2
63360,148257,1,58,1
63361,148258,1,61,1
63361,148259,2,72,2
63362,148260,1,50,2
63362,148261,2,68,1
63363,148262,1,72,1
63363,148263,2,68,2
63364,148264,1,67,2
63365,148265,1,53,1
63366,148266,1,93,1
63366,148267,2,88,2
63367,148268,1,53,1
63367,148269,2,49,2
63367,148270,3,15,2
63368,148271,1,65,2
63369,148272,1,66,1
63369,148273,2,54,2
63369,148274,3,22,1
63370,148275,1,26,2
63371,148276,1,62,1
63371,148277,2,62,2
63372,148278,1,55,1
63373,148279,1,59,1
63374,148280,1,51,2
63375,148281,1,49,2
63375,148282,2,23,1
63376,148283,1,59,1
63376,148284,2,61,2
63377,148285,1,44,1
63377,148286,2,56,2
63378,148287,1,52,2
63378,148288,2,69,1
63379,148289,1,46,2
63379,148290,2,43,1
63379,148291,3,16,1
63379,148292,4,15,1
63380,148293,1,75,2
63381,148294,1,29,1
63381,148295,2,28,2
63381,148296,3,0,2
63382,148297,1,77,1
63382,148298,2,75,2
63382,148299,3,19,2
63383,148300,1,54,2
63383,148301,2,56,1
63384,148302,1,29,2
63384,148303,2,2,1
63385,148304,1,46,2
63385,148305,2,48,1
63385,148306,3,18,1
63386,148307,1,58,1
63386,148308,2,59,2
63387,148309,1,47,1
63388,148310,1,58,1
63388,148311,2,55,2
63389,148312,1,72,1
63390,148313,1,71,2
63391,148314,1,57,1
63392,148315,1,48,2
63392,148316,2,24,1
63393,148317,1,69,2
63394,148318,1,55,2
63394,148319,2,55,1
63395,148320,1,49,1
63396,148321,1,32,1
63396,148322,2,26,2
63397,148323,1,62,1
63397,148324,2,55,2
63398,148325,1,81,1
63399,148326,1,46,2
63400,148327,1,49,2
63401,148328,1,61,1
63401,148329,2,59,2
63402,148330,1,80,2
63403,148331,1,62,1
63404,148332,1,43,2
63404,148333,2,22,2
63404,148334,3,17,1
63405,148335,1,69,1
63405,148336,2,68,2
63406,148337,1,60,1
63406,148338,2,59,2
63407,148339,1,80,1
63407,148340,2,68,2
63408,148341,1,94,2
63409,148342,1,51,1
63409,148343,2,48,2
63410,148344,1,38,2
63410,148345,2,39,1
63410,148346,3,5,1
63411,148347,1,51,1
63411,148348,2,48,2
63412,148349,1,50,2
63413,148350,1,61,1
63413,148351,2,59,2
63414,148352,1,53,1
63414,148353,2,43,2
63414,148354,3,11,1
63415,148355,1,83,1
63416,148356,1,27,1
63417,148357,1,54,1
63418,148358,1,59,1
63418,148359,2,61,2
63419,148360,1,36,1
63420,148361,1,61,1
63420,148362,2,66,2
63421,148363,1,55,1
63421,148364,2,52,2
63422,148365,1,59,2
63422,148366,2,62,1
63423,148367,1,51,2
63423,148368,2,54,1
63423,148369,3,25,1
63424,148370,1,25,2
63424,148371,2,5,1
63424,148372,3,2,1
63425,148373,1,63,2
63425,148374,2,54,1
63426,148375,1,38,2
63426,148376,2,43,1
63426,148377,3,16,2
63427,148378,1,64,2
63428,148379,1,53,1
63428,148380,2,43,2
63428,148381,3,11,1
63429,148382,1,42,1
63430,148383,1,67,2
63431,148384,1,36,1
63432,148385,1,52,2
63432,148386,2,69,1
63433,148387,1,78,1
63433,148388,2,80,2
63434,148389,1,65,1
63434,148390,2,58,2
63434,148391,3,33,1
63435,148392,1,62,1
63435,148393,2,61,2
63436,148394,1,55,1
63436,148395,2,51,2
